outline on the sit in :  | History,,outline.docx,outline.docx,"outline.docx
I. 
            Introduction

A. “Thesis Statement” - Describes your topic and angle you will be discussing it from
II. 
            Provide context/historical background of the movement

A. Point A 
1. A quote or fact
2. It’s significance to your Point A
B. Point B 
1. A quote or fact
2. It’s significance to your point B
C. …….. continue for however long you need
III. 
            Identify the different actors, their grievances, and tactics

A. Point A 
1. A quote or fact
2. It’s significance to your Point A
B. Point B 
1. A quote or fact
2. It’s significance to your point B
C. …….. continue for however long you need
IV. 
            Conclude with your analysis of the issue and what you learned 
            (This part might not be fully developed yet)

V. 
            PRELIMINARY BIBLIOGRAPHY <-- don't forget to add this


DUE DATE: Friday, Feb. 21 @ 11:59 pm w/ grace period until Sunday, Mar. 2 @ 11:59 pm",History,Solution,https://www.sweetstudy.com/questions/outline-on-the-sit-in
wk 9 distance edu: PLEASE SEE IF YOU CAN LOOK UP THE... | Machine Learning,"PLEASE SEE IF YOU CAN LOOK UP THE READING IN THE FILE PORTION, I WAS NOT ABLE TO PULL IT UP UNFORTUNATELY!

 After reading ""Applying ""Design Thinking"" in the Context of Media Management EducationLinks to an external site.,"" think about all aspects of learning online: activities, workload, faculty-to-learner communication, and learner-to-learner communication. Post some the issues or challenges that you believe may be in future course ",applyingdesignthinkingarticle.txt,link,,Machine Learning,Solution,https://www.sweetstudy.com/questions/wk-9-distance-edu
"Who Do You Say?:   In Mark 8:29, Jesus discussed with... | Education"," 
In Mark 8:29, Jesus discussed with his disciples what people were saying about him. Jesus asked his disciples directly, ""But who do you say that I am?"" In this assignment, you will have the opportunity to demonstrate your understanding of who Christians claim Jesus is and to share your own belief about who Jesus is.
Based on Mark 8:29, you will summarize and analyze the claims made about Jesus's identity and purpose.
Follow the directions in the ""Who Do You Say Jesus Is"" document.
In addition to the Bible, use a commentary from the topic Resources.
APA style is not required, but solid academic writing is expected.",CWV-101-301-RS-T4WhoDoYouSayJesusIs-Online.docx,link,,Education,Paper,https://www.sweetstudy.com/questions/who-do-you-say
help explain :  | History,,helpdiplomancy.pdf,helpdiplomancy.pdf,"helpdiplomancy.pdf
8 

 
ORAL PRESENTATION DATES: 
 
Week Five  2/3  Week Six  2/10  Week Seven   2/17 
Week Eight  2/24  Week Nine  3/10  Week Ten  3/17 
Week Eleven  3/24  Week Twelve 3/31  Week Thirteen 4/7 
Week Fourteen 4/14  Week Fifteen 4/21  Week Sixteen 4/28  
  
C) RESEARCH PAPER PROSPECTUS (DUE 9 MARCH ) (10% of course grade): 
All students must submit a minimum four-page prospectus of their intended research paper project 
for approval by the instructor no later than 9 March. I give students as much latitude as possible to 
pursue topics that they are genuinely interested in: it results in better papers! So, you can propose 
any historiographic study of military or diplomatic history (perhaps one connected with a desired 
capstone research agenda?). You can also choose one of the historiographical issues and debates 
covered in seminar. You can also write a paper on a specific aspect of diplomatic theory and/or 
practice or a paper on military theorists and their impact on military history. Nonetheless, it is the 
prospectus writer’s responsibility to demonstrate the appropriateness of their proposed research 
paper to the course, its contents, and themes. The purpose of the prospectus is to assist you in 
generating a realistic and feasible research agenda that you can complete and get a good grade 
for! So, it is for your benefit. For me, it allows me to understand where you want to go, to assist you 
in refining your topic into one that is feasible and meaningful, and thereby getting you off to the best 
start on your topic and as early as possible!  
 
Over the first part of the semester, you should develop and refine research agenda in consultation 
with the instructor. At the center of all historical enquiry, is identifying a central research agenda 
that you want to examine and the historiography associated with it. Once you have identified the 
focus of your research agenda, you need to develop a short list of the most relevant titles that have 
shaped the historiography of this research agenda. This you can do by checking bibliographic 
references from the books in the class, via online literature searches, reviewing reference sources, 
browsing in libraries, looking for historiographical review essays in journals, and consulting with the 
instructor for suggestions and guidance. You will develop a short list of titles you intend to examine 
in your historiographical review. You can ‘lump’ multiple sources into a single historiographical 
school and treat that school collectively (i.e., you could examine one representative example). You 
goal is to accurately identify the major interpretative trends over time relating to your research 
agenda and seek to suggest reasons for those interpretive changes. You can develop a basic grasp 
of the literature by examining book reviews online or from journals, examining review articles 
(articles written by experts reviewing the literature), and by obtaining and reading the most 
influential interpretive secondary source books and articles themselves. If you are going to focus 
on an aspect of diplomatic theory or practice (or a specific diplomatic crisis), you will likewise want 
to identify the most important works written on or related to the focus of your research.  
 
Your prospectus should be a synopsis of your planned paper. It should explain what the focus of 
your historical/historiographical research paper is. You should also outline the literature you have 
identified to date and plan to use and discuss you preliminary understanding of what divergent 
interpretations the secondary sources you have identified offer. You should include a brief 
annotated bibliography of the  major secondary sources you have identified/plan to analyze and 
briefly assessing (in a couple of sentences) their perspective/contribution to the historiography on 
your research agenda.  
 
Submit your completed research prospectus as a MS Word file in the appropriate Assignment 
Dropbox on Blackboard (Assignment D) by 9 March.",History,Help,https://www.sweetstudy.com/questions/help-explain
sampling feas:   This week you formulate ideas about... | Machine Learning," 
This week you formulate ideas about sampling and the recruitment of participants for your study, based upon the type of research you are proposing. Let's discuss the feasibility of your project population and how you will recruit them for your proposed study. For this week's discussion, choose one of the following for your post:

Discuss the characteristics of the larger population from which your sample will be drawn. Share your sampling strategy (probability or non-probability) and the specific method (random, purposive, convenience, and so on). What is your greatest concern about finding the right people (or data) for your study?
Share your feasibility concerns for your project. How will you address these issues to ensure a successful project?
As we wrap up this week, share resources you felt were most helpful in identifying and clarifying the feasibility of your target population.
",,,,Machine Learning,Solution,https://www.sweetstudy.com/questions/sampling-feas
week 4 discussion:   Immigrant Children and Families [WLO:... | Education," 
Immigrant Children and Families [WLO: 1] [CLO: 4]
Supporting the various backgrounds, personalities, strengths, values, and experiences of the families and children we work with is one of the most important responsibilities as early childhood professionals. One of the diverse backgrounds that you will likely encounter in our work is with immigrant children and their families.
Remember, immigrant children can include

Recently arrived newcomer students
Refugees
Students with interrupted/limited formal education
Unaccompanied minors who came to the country without their parents
Children of migrant farmworkers
Children who are undocumented
Children who have been separated from parents/family members at the border
Immigrants with Temporary Protected StatusLinks to an external site.
DREAMers (young people eligible for Deferred Action for Childhood Arrival, or DACALinks to an external site.) (Colorín Colorado, 2018, p. 6)

To prepare for this discussion,

Read Chapter 4 of the course text.
Review the following three short videos from the film, Frontline: Separated - Children at the Border:
    
Unaccompanied Minors and DACALinks to an external site. (4 minutes)
Perilous Journey NorthLinks to an external site. (3 minutes)
Traumatized ChildrenLinks to an external site. (2 minutes)


Read How to Support Immigrant Students and Families: Summary GuideLinks to an external site..

In your initial post,

Explain at least two stressors that immigrant families may face.
Describe at least two ways you will differentiate your interactions and provide support for immigrant children and their families to lessen the stressors they may face. Make sure to support your ideas with the Top 10 Strategies referred to in How to Support Immigrant Students and Families: Summary GuideLinks to an external site..
Summarize how early education environments can make access to high-quality education easier for immigrants.
",Immigration-Guide-FINAL_4-26-19.pdf|Summary-Final_12-21-18.pdf,link|link,,Education,Education,https://www.sweetstudy.com/questions/week-4-discussion-20889025
Business  Finance - Economics Assignment VI,I need this Paper done by NOON ET TOMORROW!!!! If you can’t do it I’ll find somebody else. I NEED THIS DONE BY NOON ET TOMORROW ASAP!!! Directions AND Attachments for the paper and template/ expand of how the paper needs to be outlines are in the attachment!!!,IMG_1483.jpeg,link,,Economics,Business|Finance,https://www.sweetstudy.com/questions/business-finance-economics-assignment-vi
Tourism: Please see attachment for instructions  | Economics,Please see attachment for instructions ,Untitleddocument12.pdf,Untitleddocument12.pdf,"Untitleddocument12.pdf
Paper#2- Economic Impact - What do you think about the future of international tourism 
based on your research? Reflect to this topic in not more than 2 pages. Short papers 
have no specific format. The sample paper format is only valid for the final research 
paper.",Economics,Tourism|Business,https://www.sweetstudy.com/questions/tourism-20889035
LMFT:   The work that need to be done is... | Education," 
The work that need to be done is attach below label as THE INSTRUCTIONS FOR THE WORK. THE TEMPLATE YOU NEED TO FOLLOW TO DO THE WORK IS ATTACH BELOW AS WELL AS CF INTERVIEW.THE INTERVIEW I DID WITH MY PARTNER IS LABELED REFERNCE FORM. PLEASE READ EVERYTHING",cf_interview_project_template3.doc|ReferenceForm.pdf|THEINSTRUCTIONSFORTHEWORKFROMTEACHER.docx.pdf,link|link|link,,Education,Help|Homework,https://www.sweetstudy.com/questions/lmft-20889039
8aPost Replies: See Attachment | Nursing,See Attachment,8aRepliesTemp.pdf,8aRepliesTemp.pdf,"8aRepliesTemp.pdf
Post Replies 

WHAT : REPLY to the TWO Discussion Posts 

FORMAT : APA with In-text Citation and Reference List 

REFERENCES : TWO Peer-Reviewed references minimum within last 5 years 

INCLUDE : Turnitin Report

* Please and THANK YOU *

_______________________

ReTho 

Discussion Post Reply #1 

Direction of Nursing Practice in the 21st Century’

As an advanced practice nurse (APN), integrating middle-range or situation-specific 
theories into practice becomes paramount for enhanced patient outcomes. The 
theories serve as a template for understanding clinical scenarios and guiding 
interventions for individual patients. A perfect example of such a theory for use in 
primary healthcare practice is ‘Orem's Self-Care Deficit Nursing Theory (SCDNT)’ (Yip, 
2021). The theory focuses on assessing patients' capacity for self-care and 
implementing the necessary interventions. With such theories, APNs can streamline 
their decision-making and promote patient-centered practice. Utilizing nursing theories 
in AP practice also ensures a systematic approach toward practice, and treatment 
plans and assessments can be performed with some degree of standardization.


Bridging the gap between practice and theory must be multidimensional. Incorporating 
evidence-based practice (EBP) into practice ensures nursing interventions are research 
and proven methods (Almutlak et al., 2023). In addition to experience, mentors and 
clinical preceptorship facilitate translating classroom knowledge into practice. 
Fostering a culture of professional and continuing learning keeps nurses updated with 
new theories and their effective utilization in practice. Besides, incorporating 
informatics and computer utilization in nursing practice strengthens data collection, 
which nursing theories can feed into and substantiate.


Studying nursing philosophy has expanded my understanding of the discipline's 
foundational concepts, such as the importance of empiric knowledge confirmation in 
practice. I have also widened my understanding of nursing theory and its contribution 
to patient care, research, and policy. I had been interested in understanding theoretical 




practice, and I did it by researching various nursing models and integrating them into 
practice. I also learned about the significance of theory improvement and adaptation 
to changing healthcare needs. The knowledge has confirmed the significance of 
evidence-based nursing and ongoing professional development, and I can continue 
being a competent and knowledgeable practitioner. 


_______________________________________


KriJo  

Discussion Post Reply #2

Before advanced practice nurses can integrate mid-range or situation-specific theories into 
practice, they must first be familiar with the theories. This class has been a great introduction 
to theories. A spreadsheet or poster would be good to list many of them and a summary of 
each theory. Addressing specific patient needs will help to identify what theory would be most 
useful, for example, incorporating Kolcaba’s Comfort Theory for a patient needing palliative 
care. I am partial to Jean Watson so I feel every patient would benefit from the Theory of 
Human Caring or Swanson’s Theory of Caring to build trusting nurse-patient relationships.  


Three ways to bridge the theory-practice gap: 


1. We are actively participating in one of the ways to bridge the gap by attending a Nurse 
Theory class.  


2. In a clinical setting, having a poster or having easy access to different theories and 
theorists would be beneficial to be able to apply appropriate theories per patient's 
needs.  


3. Organizational support would help with consistency in using theories to improve patient 
care.  


A repertoire is a skill set or knowledge and in the context of philosophy I have gained in-depth 
knowledge of one theorist, and familiarity with many theories. My comfort level is high for 
applying the Theory of Human Caring in practice. My comfort level is higher than it was for 
applying any other theory.  


Leaning about theory can improve patient care and outcomes. For every patient situation, a 
theory can be applied that will assist with care delivery, critical thinking, decision making, 
involvement of patients in the treatment plan, strengthening the nurse-patient relationships, 
improving communication, and providing better outcomes for patients (Gains, 2024).  


In the opening discussion, my goals were to gain a foundation on what nursing theory is, to be 
able to recognize nursing theorists, and to stay on top of assignments so as to not get 
overwhelmed with the number of assignments due for this class. I am happy to report that I 
achieved all my goals. My previous knowledge of nursing theory consisted only of Florence 
Nightingale’s Environmental Theory and the importance of hand washing and a clean 
environment. Nightingale’s Notes on Nursing sets the premise on basing nursing practice on 
observation of the sick and their environment (Chinn & Kramer, 2011).  Now I know that nursing 
theories guide nursing practice and influence nurse-patient relationships and interactions. I 
have a comfortable base of theoretical knowledge and enhanced skills on theory research to 
find what might be best applicable in each situation. The third goal of staying on top of 
assignments was attained as evidenced by not being late on any assignments and usually 
finishing them with time to spare and focus on other classes. I was initially overwhelmed with 
having to read a whole book on top of other assignments, but I enjoyed the book and the 




psychology related to it. The excessive case load made this my least favorite class at times. 
Sometimes I hated this class. But what I learned will be beneficial and applicable to my 
practice as a nurse practitioner, so in the end it was worth it.",Nursing,Apa|Nursing,https://www.sweetstudy.com/questions/8apost-replies
I need help d9:  | English,,Untitleddocument74.pdf,Untitleddocument74.pdf,"Untitleddocument74.pdf
Class Discussion - Week 9 

In Chapter 11, Kriesberg examines the challenges of conflict resolution. Share your 
interpretation of the challenges outlined by the author and provide insights on the most 
effective ways to address them. 

Miruslaba Quezada 
Mar 3 1:46pm 
Manage Discussion by Miruslaba Quezada 

Reply from Miruslaba Quezada 

Some of the challenges that Kriesberg analyses are the following:  

Structural Power imbalances 

The interpretation of this is that in conflicts there are uneven playing fields, this means that 
some of the parties that are involved in conflict don't have the power in order to negotiate or 
defend themselves the way that higher parties or more powerful parties have the ability to.  

One way of solving this is being able to provide legal and equal protections for everyone, 
making sure to be able to create a more ewual plating fiels and make sure everyone has fair 
negotiation levels.  

Deep rooted Emotions 

This types of conflicts happen when the conflict or the problem are tied to ethnicity, or religion, 
culture etc. These conflicts are hard to resolve because they can be tied to deep values and 
beliefs that can make problems a lot harder to resolve.  

Resolving these we can make sure that injustices are acknowledged and a place where past 
conflicts in cultures can be shared and heard can create a place of trust and recognition. This 
can create a reduction of fear and shape trust.  

Mistrust  

Mistrust can make conflicts hard to resolve because this creates a history of betrayal which 
could make it hard to believe the sincerity of the other party when it comes to the conflict.  

I think for this one it would be hard in order to find a resolution because trust takes a lot of time 
to build but one way that this can be done would be to start with smaller portions of the conflict, 
and creating agreements or even a trade for certain conflicts. Another one would be involving a 
mediator, this can create a person that is non biased and can help both sides make the 
negotiation process a lot easier.  

Fear Of the Future Conflict 


https://canvas.pdx.edu/courses/94652/users/56976




This creates many barriers in conflict resolution, this is because this fear can make past conflicts 
to resurface, and even if peace is ever reached one side can fear that the conflict wont stay 
resolved and more problems may come in the future  

Addressing this requires a way of trust building and just finding ways in order to keep that trust 
going and make it stringer. This can be in ways of small agreements and even partnerships.  

Cultural Differences  

This can be hard in conflict because it can create misundertandings and tensions, these 
differeces can be something like differences in language, traditions and values. When there is 
not a good method to manage these it can escalate tensions and even become a source that 
escalates problems.  

Adressing this requires understanding of differences which can be in ways of teaching one 
another about each others cultural differences especially leaders and educators in order to 
make communication easier.  

Inadequate Frameworks for Resolution 

In many conflicts having a noneffective framework for resolution like ineffective negotiation 
processes can make things difficult because problems can escalate very quickly and even 
persist for longer period of time.  

In addressing this the strength of the existing frameworks should be addressed this can be in 
ways of avoiding biased institutions, and creating clear policies that can address the existing 
conflict.  



● Reply to post from Miruslaba Quezada 

● Reply 
● Mark as Unread 

● Mark as Unread 
 

ES 
Erica Sharp 
Mar 1 9:27pm 
Manage Discussion by Erica Sharp 

Reply from Erica Sharp 

In Chapter 11 of Kriesberg's Conflict Resolution, the author goes into the complex challenges 
that arise in conflict resolution processes. These challenges are multi-dimensional, stemming 
from both the inherent nature of conflicts and the difficulties associated with their resolution. 
Some of the key challenges Kriesberg outlines are: 


https://canvas.pdx.edu/courses/94652/users/113701




1. Structural and Power Imbalances 

● Interpretation: Conflict often arises from or is exacerbated by uneven power 
dynamics, whether in terms of wealth, authority, or access to resources. When one 
party holds more power, it can lead to an imbalance in negotiations or solutions, 
making it harder for less powerful groups to have their concerns addressed fairly. 

● Addressing the Challenge: The resolution process must seek to equalize power or 
create mechanisms that allow for more equitable negotiation. This can be achieved 
through the inclusion of mediators or third parties who help level the playing field, 
and by fostering transparency and trust between parties. 

2. Deep-rooted Emotions and Identities 

● Interpretation: Many conflicts, especially those of an ethnic, religious, or cultural 
nature, are tied to deeply rooted emotions and identities. These emotions can make 
it difficult for parties to engage in rational discussions, as issues like dignity, honor, 
and self-determination are involved. 

● Addressing the Challenge: To resolve such conflicts, it's crucial to engage in 
dialogues that validate each party’s feelings and identities. Creating safe spaces for 
open and respectful communication, and allowing individuals to share personal 
experiences, can help in acknowledging these emotional and identity-based 
components. 

3. Mistrust and Hostility 

● Interpretation: Mistrust between conflicting parties often exacerbates the situation, 
preventing meaningful dialogue and cooperative problem-solving. Hostility can arise 
from historical grievances, past betrayals, or ongoing injustices, and this deep 
distrust can derail any attempts at peaceful resolution. 

● Addressing the Challenge: Building trust is a gradual process that requires 
consistent efforts from both sides. Conflict resolution strategies must involve 
confidence-building measures, such as small, manageable agreements or steps that 
show the parties that compromise is possible. Third-party mediators can also help in 
ensuring fairness and impartiality, contributing to rebuilding trust. 

4. Uncertainty and Fear of the Future 

● Interpretation: When parties are uncertain about the future or fear that a resolution 
will not result in long-term peace or fairness, they may resist coming to the 
negotiating table or making concessions. This fear is often linked to concerns about 
the potential consequences of a resolution. 

● Addressing the Challenge: To mitigate fear and uncertainty, conflict resolution 
efforts should focus on creating clear, tangible outcomes and guarantees that 
address the core concerns of all parties. It's essential to ensure that the resolution 
includes provisions for monitoring, enforcement, and adaptation over time. 

5. Cultural and Societal Differences 




● Interpretation: Different cultural perspectives can make it difficult for parties to 
understand each other's values, communication styles, and needs. These cultural 
differences can act as barriers to empathy and compromise. 

● Addressing the Challenge: Promoting cross-cultural understanding and 
competence is essential. This can involve bringing in culturally sensitive mediators or 
facilitators who understand the nuances of the groups involved, as well as designing 
conflict resolution processes that respect cultural practices and beliefs. 

6. Escalation and Entrenchment 

● Interpretation: Conflicts often escalate over time, with both parties becoming more 
entrenched in their positions. As the conflict becomes more polarized, it becomes 
harder to move towards a resolution because both sides feel that they have too 
much invested in their stance. 

● Addressing the Challenge: To address this, conflict resolution efforts must work to 
de-escalate tensions and foster communication in a way that encourages flexibility 
and openness. The process should aim at breaking the cycle of escalation by 
focusing on shared interests and creating opportunities for compromise. 

7. Inadequate Frameworks for Resolution 

● Interpretation: Sometimes, conflicts persist because there is no suitable framework 
or structure for resolution. This could be due to the absence of effective institutions, 
legal structures, or mechanisms for dialogue. 

● Addressing the Challenge: Creating or strengthening institutional frameworks that 
support negotiation and conflict resolution is essential. This includes establishing 
legal systems, peace-building organizations, and conflict mediation structures that 
are neutral and capable of handling disputes effectively. 

●  
●  

 



Reply from Miruslaba Quezada 
Reply from Erica Sharp 
1. Structural and Power Imbalances 
2. Deep-rooted Emotions and Identities 
3. Mistrust and Hostility 
4. Uncertainty and Fear of the Future 
5. Cultural and Societal Differences 
6. Escalation and Entrenchment 
7. Inadequate Frameworks for Resolution",English,English|Writing|Write,https://www.sweetstudy.com/questions/i-need-help-d9-20889047
Psychopharmacology  Concept Map,"  
Psychopharmacology Scavenger Hunt Concept Map",PsychopharmacologyScavengerHuntConceptMap.docx,PsychopharmacologyScavengerHuntConceptMap.docx,"PsychopharmacologyScavengerHuntConceptMap.docx
Psychopharmacology Scavenger Hunt Concept Map
In this Assignment, you will “scavenger” the literature as you research the agonist spectrum and key neurotransmitters and pathways targeted in psychopharmacology. You will have the opportunity to apply your knowledge as you create a Concept Map exploring each of the agonist spectrum listed below. Support your answers with evidence-based, peer-reviewed scholarly literature. APA style format title page, citations, and references will apply. 

Note: You will not set up your Assignment as a paragraph-formatted paper but, instead, as a creative, visually appealing Concept Map.

To prepare for this Assignment:
· Review the Learning Resources assigned this week.
· Review the Concept Map resources.
· Explore the listed agonist spectrum and consider the action and receptor of each:
· Agonist
· Partial agonist
· Antagonist
· Inverse agonist
The Assignment
You will submit a concept map exploring the four agonists on the agonist spectrum (agonist, partial agonist, antagonist, and inverse agonist) in which you:
· Describe the different characteristics of the four agonists and how each mediates distinct biological activities. Include proposed mechanisms and the receptor it is targeting.
· Identify how the P450 enzyme system plays a role in the body's absorption, distribution, and clearance of medication.
· Scavenge the literature after describing each agonist on the spectrum for research that is based on the medications in the table below.
· Apply the medications to the appropriate agonist on the agonist spectrum in your Concept Map.





Medications





Oxycodone




Brexpiprazole




Haloperidol




Naloxone




Aripiprazole




Amphetamine




Risperidone




Pimavanserin






Criteria	Ratings	Pts
This criterion is linked to a Learning Outcome Concept map explains the four agonists on the agonist spectrum according to different characteristics and mediation of biological activities. Concept map explains the proposed mechanism and receptor it is targeting. Identifies how the P450 enzyme system plays a role in the body's absorption, distribution, and clearance of medication.
Excellent
The response comprehensively and clearly explains each of the four agonists on the agonist spectrum according to different characteristics and mediation of biological activities. Identifies how the P450 enzyme system plays a role in the body's absorption, distribution, and clearance of medication. The response comprehensively and clearly explains the proposed mechanism and receptor it is targeting.
The eight (8) medications provided in the Assignment list are applied to the appropriate agonist on the agonist spectrum.
Excellent
All eight (8) of the medications are accurately applied to the correct agonist on the agonist spectrum.
The concept map is correctly designed and includes creative visual aids.
Excellent
The concept map accurately portrays a concept map design and includes two (2) or more creative visual aids.
Written Expression and Formatting—English writing standards: Correct grammar, mechanics, and proper punctuation
Excellent
Uses correct grammar, spelling, and punctuation with no errors.
Written Expression and Formatting: The submission contains an APA format for title page, citations, and reference list.
Excellent
Uses correct APA format for title page, citations, and reference list with no errors.",Nursing,Ip ,https://www.sweetstudy.com/questions/psychopharmacology-concept-map
Paper labor relation week 4,,paperonlaborunionsis2.docx,paperonlaborunionsis2.docx,"paperonlaborunionsis2.docx
The final paper on labor unions is 2-4 page research paper worth 15% of your grade. Please use the APA format and cite at least two (2) sources. I have guidelines on using the APA format and citing sources below. Please submit your research paper by clicking the title 
            
Week 4 Final Paper
 above. 
        

Recently, there has been a resurgence in labor union organization and a subsequent increase in union membership across the United States.
What can today's labor unions learn from their past 140-year history to 1) Attract and 2) Retain union members?
Your paper should place specific emphasis on Millennials and Gen Z workers (as they will represent 75% of the U.S. workforce by 2025). :


Assignment Requirements (Use as a checklist):
        
· Use 10 or 12 pt Arial or Times New Roman Font
· Double-space
· Minimum of 1-2 Pages
· Minimum of two (2) cited sources
· Use APA format and parenthetical citations right after cited material (See below)
· Make sure your name is on the paper.
· Paper should contain a Title Page, Introduction, a Body, Conclusion, and Reference Page.",Operations Management,Labor relations|Yes,https://www.sweetstudy.com/questions/paper-labor-relation-week-4
business management help:  | Applied Sciences,,ASG8.docx,ASG8.docx,"ASG8.docx
Reading Material 

Stavros, J. (2017). Appreciative inquiry brings out the best.
Stavros, J. (2017). The 5d cycle of appreciative inquiry.
Venter, J. (2010). Appreciative inquiry. Accountancy SA, , 42-44.
Zemke, R. (1999). Don't fix that company! Training, 36(6), 26-33.
Whitney, D. K., & Trosten-Bloom, A. (2010). Chapter 1: What is Appreciative Inquiry? 
            The Power of Appreciative Inquiry: A Practical Guide to Positive Change. San Francisco: Berrett-Koehler Publishers.
        
Lewis, S., Passmore, J., & Cantore, S. (2016). Chapter 4: Appreciative inquiry: How do you do it? In Appreciative inquiry for change management: Using AI to facilitate organizational development. London: Kogan Page.

When you are finished reviewing the background materials, go through each of the scenarios below and apply what you’ve read to these scenarios. For each scenario, cite at least one of the required readings to support your answer. You should cite at least three of the four required readings in your paper. Your paper should be 4–5  pages in length:

A corporation notices that suddenly turnover in the human resource department has been extremely high. This corporations prides itself on having a dedicated and committed workforce, so this high turnover in one department is highly troubling for this company. Normally the human resource department investigates when there is a high turnover rate in a department. But since the human resource department is now the department with the high turnover rate, the CEO decides that an outside consultant should be hired to investigate the high turnover rate and propose solutions. Should this team use an Appreciative Inquiry consultant, or hire a more traditional Organizational Development consultant? Explain your reasoning with references to the required readings.
An organization hires an Appreciative Inquiry consultant to help the company get back on track and improve the performance of its product design team. The consultant starts by asking members of the team how they would like the team to perform and what their ideal vision of the team would be. The consultant collects all of this input and designs a detailed plan regarding how to achieve this ideal future that the team dreams about. However, once this detailed plan is presented to the team they are all shocked that the consultant came up with such an unrealistic plan. Team members say that the expenses involved in this plan are far beyond their budget, and they would also need to hire many new team members in order to achieve this plan in a realistic time frame. They all agree it would be great if they had the time and money to implement this plan, but they also are in consensus that this plan presented by the consultant is highly unrealistic. What do you think went wrong? What steps do you think the Appreciative Inquiry consultant could have taken to make the consulting process go better? Refer to the specific “5 Ds” of Appreciative Inquiry in your answer.
A group of ten friends decide to start a new social networking company and put their savings together to start this new business. The company grows rapidly for the first five years and morale is very high in the company during this time. Everyone gets along very well and they work together cooperatively in order to continuously improve the company and its services. However, after five years the company stops growing and seems to reach a plateau. Morale seems to drop and there is now noticeable tension between employees including the top leadership team. They are not sure what to do revive the company, so they decide to hire a consultant. Should this team use an Appreciative Inquiry approach or a more traditional organizational development approach? Explain your reasoning with references to the required readings.
A large supermarket chain decides they would like to expand to have an online division where consumers can order online and have their groceries delivered directly to their homes. The supermarket decides to create a special taskforce to come up with a detailed plan on how they should develop and manage the new online division. This taskforce includes a diverse variety of employees including those from the marketing department, accounting department, inventory department, and most of the main departments. These employees do not have much experience working with each other since they are from different departments. After meeting regularly for a few months, the taskforce makes almost no progress and are constantly bickering. Management is concerned that the online division will never get off the ground. To get back on track and find a way to function more smoothly, should this taskforce use an Appreciative Inquiry approach or a more traditional organizational development approach? Explain your reasoning with references to the required readings.",Applied Sciences,Business|Management,https://www.sweetstudy.com/questions/business-management-help-20889063
business management help:  | Applied Sciences,,ASG9.docx,ASG9.docx,"ASG9.docx
Reading Material 
Stavros, J. (2017). Appreciative inquiry brings out the best.
Stavros, J. (2017). The 5d cycle of appreciative inquiry.
Venter, J. (2010). Appreciative inquiry. Accountancy SA, , 42-44.
Zemke, R. (1999). Don't fix that company! Training, 36(6), 26-33.
Whitney, D. K., & Trosten-Bloom, A. (2010). Chapter 1: What is Appreciative Inquiry? The Power of Appreciative Inquiry: A Practical Guide to Positive Change. San Francisco: Berrett-Koehler Publishers.
Lewis, S., Passmore, J., & Cantore, S. (2016). Chapter 4: Appreciative inquiry: How do you do it? In Appreciative inquiry for change management: Using AI to facilitate organizational development. London: Kogan Page.

For this assignment, think about a team you currently work with or have worked with in the past and how well this team has functioned. Think about both the positives and the negatives, and how the material from the background readings applies to what you’ve experienced. Then write a 2- to 3-page paper answering the following three questions below. Make sure to cite at least one of the required readings for each of your answers, and to cite at least two of the required readings in your paper:

What are some of the key positive aspects of this team? Discuss some specific positives and include some stories of times when the team functioned especially well. Do you think these stories could work in an Appreciative Inquiry approach to come up with a plan to improve the performance of the team?
How is the effectiveness or performance of this team usually measured? Could a traditional organizational development approach help identify problems in this team as well as find ways in which team performance could be improved?
Overall, do you think an Appreciative Inquiry or a traditional organizational development would be better for this team? If your team was to hire a consultant, what type of approach would you want the consultant to take?",Applied Sciences,Business|Management,https://www.sweetstudy.com/questions/business-management-help-20889065
HIS 101: Based on your readings/studies (chapter... | History,"Based on your readings/studies (chapter one), how would you characterize the social, political, economic, and religious structures of ancient Sumerian civilization? Additionally, identify and explain the contributions of the Bronze Age Mesopotamians (Sumerians, Akkadians, & Babylonians) to future civilizations.
When answering the question, please be sure to document your sources (even if you just use the textbook), using the format (MLA, APA, Chicago, etc.) you're most familiar with.  Because the Discussion Board is somewhat informal, you're free to use the style you're most accustomed to using when documenting sources.  Additionally, please work to answer the question using YOUR OWN WORDS as much as possible.  Occasionally using direct quotations from the textbook is okay/acceptable, but most of your answer should be written in your own words (use of AI is NOT permitted).  It's really not your own work if you just copy your answer from the textbook (or other sources), even if you use quotation marks and citations, and will thus be scored accordingly. 
This question is worth a total of 6 points.  You will receive 5 points for answering the question (fully), and 1 additional point for posting a reply to a fellow student's answer (for a maximum total of 6 points).  ",,,,History,History,https://www.sweetstudy.com/questions/his-101-20889067
